time,x,y,z
1.32,-0.979561359,1.380809292,0.018445426
1.33,-0.993518354,1.373698367,0.018420294
1.34,-1.007403221,1.366433856,0.018395349
1.35,-1.021214428,1.359016181,0.018370593
1.36,-1.034950448,1.351445781,0.018346024
1.37,-1.048609757,1.34372311,0.018321644
1.38,-1.062190837,1.335848638,0.018297451
1.39,-1.075692175,1.327822852,0.018273446
1.4,-1.089112261,1.319646256,0.01824963
1.41,-1.102449592,1.311319368,0.018226002
1.42,-1.11570267,1.302842723,0.018202564
1.43,-1.128870001,1.294216872,0.018179317
1.44,-1.141950099,1.285442382,0.01815626
1.45,-1.154941481,1.276519836,0.018133394
1.46,-1.167842673,1.267449834,0.018110721
1.47,-1.180652204,1.25823299,0.018088241
1.48,-1.193368611,1.248869935,0.018065955
1.49,-1.205990437,1.239361315,0.018043863
1.5,-1.218516232,1.229707795,0.018021968
1.51,-1.230944552,1.219910051,0.018000269
1.52,-1.24327396,1.209968778,0.017978768
1.53,-1.255503027,1.199884686,0.017957465
1.54,-1.26763033,1.189658501,0.017936362
1.55,-1.279654454,1.179290963,0.017915459
1.56,-1.291573991,1.16878283,0.017894758
1.57,-1.303387541,1.158134875,0.01787426
1.58,-1.315093711,1.147347884,0.017853965
1.59,-1.326691117,1.136422662,0.017833875
1.6,-1.338178384,1.125360028,0.01781399
1.61,-1.349554143,1.114160815,0.017794311
1.62,-1.360817035,1.102825874,0.01777484
1.63,-1.371965709,1.091356069,0.017755577
1.64,-1.382998822,1.07975228,0.017736524
1.65,-1.393915042,1.068015403,0.017717681
1.66,-1.404713044,1.056146347,0.017699049
1.67,-1.415391513,1.044146038,0.01768063
1.68,-1.425949143,1.032015417,0.017662423
1.69,-1.436384639,1.019755438,0.017644431
1.7,-1.446696714,1.007367071,0.017626654
1.71,-1.45688409,0.994851302,0.017609092
1.72,-1.466945501,0.98220913,0.017591747
1.73,-1.47687969,0.969441569,0.01757462
1.74,-1.486685411,0.956549648,0.017557712
1.75,-1.496361427,0.94353441,0.017541022
1.76,-1.505906513,0.930396912,0.017524553
1.77,-1.515319453,0.917138227,0.017508305
1.78,-1.524599044,0.903759441,0.017492279
1.79,-1.533744091,0.890261653,0.017476475
1.8,-1.542753414,0.876645979,0.017460895
1.81,-1.551625841,0.862913547,0.01744554
1.82,-1.560360211,0.8490655,0.017430409
1.83,-1.568955378,0.835102993,0.017415504
1.84,-1.577410204,0.821027196,0.017400825
1.85,-1.585723565,0.806839294,0.017386374
1.86,-1.593894349,0.792540484,0.017372151
1.87,-1.601921453,0.778131975,0.017358157
1.88,-1.60980379,0.763614993,0.017344392
1.89,-1.617540284,0.748990774,0.017330857
1.9,-1.625129871,0.734260569,0.017317553
1.91,-1.632571498,0.719425642,0.017304481
1.92,-1.639864129,0.704487269,0.017291641
1.93,-1.647006737,0.689446741,0.017279034
1.94,-1.653998309,0.674305358,0.017266661
1.95,-1.660837846,0.659064436,0.017254522
1.96,-1.667524362,0.643725303,0.017242618
1.97,-1.674056882,0.628289299,0.017230949
1.98,-1.680434449,0.612757776,0.017219516
1.99,-1.686656115,0.597132098,0.01720832
2,-1.692720949,0.581413643,0.017197362
2.01,-1.698628031,0.565603798,0.017186642
2.02,-1.704376459,0.549703966,0.01717616
2.03,-1.70996534,0.533715558,0.017165917
2.04,-1.715393798,0.517639998,0.017155914
2.05,-1.720660973,0.501478722,0.017146151
2.06,-1.725766016,0.485233178,0.01713663
2.07,-1.730708094,0.468904823,0.017127349
2.08,-1.735486389,0.452495127,0.017118311
2.09,-1.740100097,0.436005571,0.017109515
2.1,-1.74454843,0.419437646,0.017100963
2.11,-1.748830614,0.402792856,0.017092654
2.12,-1.75294589,0.386072712,0.017084589
2.13,-1.756893515,0.369278738,0.017076769
2.14,-1.76067276,0.352412469,0.017069194
2.15,-1.764282913,0.335475449,0.017061865
2.16,-1.767723276,0.318469233,0.017054782
2.17,-1.770993169,0.301395384,0.017047946
2.18,-1.774091924,0.284255477,0.017041357
2.19,-1.777018891,0.267051097,0.017035016
2.2,-1.779773437,0.249783837,0.017028923
2.21,-1.782354943,0.2324553,0.017023079
2.22,-1.784762807,0.215067098,0.017017484
2.23,-1.786996442,0.197620854,0.017012139
2.24,-1.789055279,0.180118198,0.017007044
2.25,-1.790938765,0.162560769,0.0170022
2.26,-1.792646362,0.144950216,0.016997606
2.27,-1.794177551,0.127288196,0.016993264
2.28,-1.795531826,0.109576375,0.016989175
2.29,-1.796708702,0.091816425,0.016985338
2.3,-1.797707708,0.074010028,0.016981753
2.31,-1.798528389,0.056158875,0.016978423
2.32,-1.799170311,0.038264663,0.016975346
2.33,-1.799633053,0.020329097,0.016972523
2.34,-1.799916212,0.002353891,0.016969955
2.35,-1.800019404,-0.015659237,0.016967642
2.36,-1.79994226,-0.033708557,0.016965585
2.37,-1.799684431,-0.051792337,0.016963784
2.38,-1.799245581,-0.069908834,0.016962239
2.39,-1.798625396,-0.0880563,0.016960951
2.4,-1.797823578,-0.106232981,0.016959921
2.41,-1.796839844,-0.124437115,0.016959148
2.42,-1.795673933,-0.142666936,0.016958634
2.43,-1.794325599,-0.16092067,0.016958378
2.44,-1.792794615,-0.179196537,0.016958381
2.45,-1.791080769,-0.197492752,0.016958644
2.46,-1.789183872,-0.215807525,0.016959167
2.47,-1.787103747,-0.23413906,0.01695995
2.48,-1.78484024,-0.252485555,0.016960993
2.49,-1.782393213,-0.270845204,0.016962298
2.5,-1.779762545,-0.289216196,0.016963864
2.51,-1.776948136,-0.307596714,0.016965692
2.52,-1.7739499,-0.325984938,0.016967783
2.53,-1.770767774,-0.344379042,0.016970136
2.54,-1.767401709,-0.362777199,0.016972752
2.55,-1.763851678,-0.381177574,0.016975632
2.56,-1.76011767,-0.39957833,0.016978776
2.57,-1.756199693,-0.417977626,0.016982184
2.58,-1.752097773,-0.436373619,0.016985857
2.59,-1.747811956,-0.45476446,0.016989795
2.6,-1.743342304,-0.473148298,0.016993999
2.61,-1.7386889,-0.491523281,0.016998468
2.62,-1.733851844,-0.50988755,0.017003204
2.63,-1.728831256,-0.528239247,0.017008207
2.64,-1.723627273,-0.546576511,0.017013477
2.65,-1.718240051,-0.564897477,0.017019014
2.66,-1.712669765,-0.58320028,0.017024819
2.67,-1.706916609,-0.601483051,0.017030892
2.68,-1.700980796,-0.619743921,0.017037234
2.69,-1.694862555,-0.637981018,0.017043845
2.7,-1.688562138,-0.656192472,0.017050726
2.71,-1.682079813,-0.674376406,0.017057876
2.72,-1.675415867,-0.692530948,0.017065297
2.73,-1.668570605,-0.710654222,0.017072988
2.74,-1.661544353,-0.728744352,0.01708095
2.75,-1.654337455,-0.746799461,0.017089183
2.76,-1.646950272,-0.764817673,0.017097688
2.77,-1.639383185,-0.782797112,0.017106465
2.78,-1.631636595,-0.8007359,0.017115514
2.79,-1.62371092,-0.818632162,0.017124836
2.8,-1.615606598,-0.836484022,0.017134431
2.81,-1.607324084,-0.854289605,0.0171443
2.82,-1.598863853,-0.872047038,0.017154442
2.83,-1.590226399,-0.889754446,0.017164859
2.84,-1.581412235,-0.90740996,0.01717555
2.85,-1.572421891,-0.925011708,0.017186517
2.86,-1.563255918,-0.942557822,0.017197758
2.87,-1.553914883,-0.960046436,0.017209275
2.88,-1.544399373,-0.977475684,0.017221068
2.89,-1.534709995,-0.994843705,0.017233138
2.9,-1.524847373,-1.012148639,0.017245483
2.91,-1.51481215,-1.029388629,0.017258106
2.92,-1.504604986,-1.046561819,0.017271007
2.93,-1.494226563,-1.063666359,0.017284184
2.94,-1.483677579,-1.0807004,0.01729764
2.95,-1.47295875,-1.097662098,0.017311374
2.96,-1.462070812,-1.114549611,0.017325387
2.97,-1.45101452,-1.131361101,0.017339678
2.98,-1.439790644,-1.148094735,0.017354249
2.99,-1.428399977,-1.164748683,0.017369099
3,-1.416843325,-1.181321121,0.017384229
3.01,-1.405121517,-1.197810228,0.017399638
3.02,-1.393235398,-1.214214188,0.017415329
3.03,-1.381185831,-1.23053119,0.0174313
3.04,-1.368973697,-1.246759429,0.017447552
3.05,-1.356599896,-1.262897103,0.017464085
3.06,-1.344065346,-1.278942417,0.017480899
3.07,-1.331370981,-1.294893584,0.017497996
3.08,-1.318517755,-1.310748818,0.017515374
3.09,-1.305506638,-1.326506343,0.017533034
3.1,-1.292338621,-1.342164387,0.017550977
3.11,-1.279014709,-1.357721185,0.017569203
3.12,-1.265535926,-1.373174981,0.017587711
3.13,-1.251903313,-1.388524021,0.017606503
3.14,-1.238117931,-1.403766563,0.017625578
3.15,-1.224180856,-1.418900868,0.017644937
3.16,-1.21009318,-1.433925208,0.017664579
3.17,-1.195856016,-1.44883786,0.017684505
3.18,-1.181470492,-1.46363711,0.017704715
3.19,-1.166937753,-1.478321251,0.01772521
3.2,-1.152258961,-1.492888585,0.017745989
3.21,-1.137435297,-1.507337423,0.017767053
3.22,-1.122467956,-1.521666082,0.017788401
3.23,-1.10735815,-1.53587289,0.017810034
3.24,-1.092107111,-1.549956183,0.017831953
3.25,-1.076716084,-1.563914307,0.017854156
3.26,-1.061186332,-1.577745615,0.017876644
3.27,-1.045519134,-1.591448472,0.017899418
3.28,-1.029715785,-1.605021251,0.017922477
3.29,-1.013777598,-1.618462335,0.017945821
3.3,-0.9977059,-1.631770118,0.017969451
3.31,-0.981502035,-1.644943003,0.017993367
3.32,-0.965167363,-1.657979404,0.018017567
3.33,-0.94870326,-1.670877745,0.018042054
3.34,-0.932111116,-1.68363646,0.018066826
3.35,-0.915392339,-1.696253997,0.018091883
3.36,-0.89854835,-1.708728811,0.018117226
3.37,-0.881580589,-1.72105937,0.018142854
3.38,-0.864490507,-1.733244155,0.018168767
3.39,-0.847279573,-1.745281656,0.018194966
3.4,-0.82994927,-1.757170376,0.018221449
3.41,-0.812501096,-1.76890883,0.018248218
3.42,-0.794936565,-1.780495544,0.018275272
3.43,-0.777257202,-1.791929058,0.01830261
3.44,-0.759464552,-1.803207924,0.018330233
3.45,-0.74156017,-1.814330705,0.01835814
3.46,-0.723545627,-1.825295978,0.018386332
3.47,-0.705422508,-1.836102333,0.018414807
3.48,-0.687192412,-1.846748374,0.018443566
3.49,-0.668856951,-1.857232716,0.018472608
3.5,-0.650417754,-1.867553989,0.018501933
3.51,-0.631876459,-1.877710837,0.018531542
3.52,-0.613234721,-1.887701916,0.018561432
3.53,-0.594494208,-1.897525898,0.018591605
3.54,-0.575656598,-1.907181468,0.018622059
3.55,-0.556723586,-1.916667325,0.018652795
3.56,-0.537696878,-1.925982183,0.018683811
3.57,-0.518578194,-1.93512477,0.018715108
3.58,-0.499369264,-1.944093829,0.018746684
3.59,-0.480071834,-1.952888119,0.01877854
3.6,-0.46068766,-1.961506412,0.018810675
3.61,-0.441218511,-1.969947497,0.018843088
3.62,-0.421666168,-1.978210176,0.018875779
3.63,-0.402032423,-1.98629327,0.018908747
3.64,-0.382319081,-1.994195612,0.018941991
3.65,-0.362527958,-2.001916053,0.018975511
3.66,-0.342660881,-2.00945346,0.019009305
3.67,-0.322719689,-2.016806715,0.019043374
3.68,-0.302706233,-2.023974716,0.019077717
3.69,-0.282622371,-2.030956379,0.019112332
3.7,-0.262469977,-2.037750636,0.019147219
3.71,-0.242250932,-2.044356434,0.019182376
3.72,-0.221967129,-2.050772738,0.019217804
3.73,-0.201620469,-2.056998531,0.019253501
3.74,-0.181212867,-2.063032811,0.019289466
3.75,-0.160746245,-2.068874594,0.019325697
3.76,-0.140222535,-2.074522915,0.019362195
3.77,-0.11964368,-2.079976823,0.019398958
3.78,-0.09901163,-2.085235388,0.019435984
3.79,-0.078328347,-2.090297696,0.019473273
3.8,-0.057595799,-2.09516285,0.019510823
3.81,-0.036815967,-2.099829973,0.019548633
3.82,-0.015990837,-2.104298206,0.019586702
3.83,0.004877596,-2.108566705,0.019625028
3.84,0.025787328,-2.112634649,0.01966361
3.85,0.046736345,-2.116501232,0.019702447
3.86,0.067722629,-2.120165668,0.019741537
3.87,0.088744151,-2.12362719,0.019780878
3.88,0.109798875,-2.126885047,0.019820469
3.89,0.13088476,-2.129938512,0.019860309
3.9,0.151999755,-2.132786873,0.019900395
3.91,0.173141803,-2.135429437,0.019940726
3.92,0.19430884,-2.137865533,0.019981301
3.93,0.215498796,-2.140094508,0.020022116
3.94,0.236709594,-2.142115727,0.020063172
3.95,0.257939152,-2.143928578,0.020104464
3.96,0.279185379,-2.145532464,0.020145993
3.97,0.300446182,-2.146926812,0.020187755
3.98,0.321719459,-2.148111066,0.020229748
3.99,0.343003106,-2.149084692,0.02027197
4,0.364295009,-2.149847174,0.02031442
4.01,0.385593054,-2.150398019,0.020357094
4.02,0.40689512,-2.15073675,0.020399991
4.03,0.42819908,-2.150862915,0.020443108
4.04,0.449502805,-2.150776079,0.020486443
4.05,0.470804161,-2.150475829,0.020529993
4.06,0.492101009,-2.149961772,0.020573756
4.07,0.513391207,-2.149233535,0.020617729
4.08,0.534672609,-2.148290768,0.020661908
4.09,0.555943067,-2.147133139,0.020706293
4.1,0.577200428,-2.145760339,0.020750879
4.11,0.598442537,-2.144172079,0.020795665
4.12,0.619667237,-2.142368091,0.020840646
4.13,0.640872366,-2.140348128,0.02088582
4.14,0.662055761,-2.138111965,0.020931184
4.15,0.683215259,-2.135659396,0.020976734
4.16,0.704348692,-2.13299024,0.021022468
4.17,0.725453892,-2.130104333,0.021068382
4.18,0.746528688,-2.127001536,0.021114473
4.19,0.767570909,-2.123681729,0.021160738
4.2,0.788578383,-2.120144816,0.021207172
4.21,0.809548937,-2.116390719,0.021253772
4.22,0.830480397,-2.112419385,0.021300536
4.23,0.851370589,-2.108230782,0.021347458
4.24,0.872217339,-2.103824897,0.021394535
4.25,0.893018472,-2.099201742,0.021441763
4.26,0.913771814,-2.094361349,0.021489139
4.27,0.934475192,-2.089303772,0.021536657
4.28,0.955126432,-2.084029089,0.021584315
4.29,0.975723363,-2.078537396,0.021632108
4.3,0.996263815,-2.072828815,0.021680031
4.31,1.016745616,-2.066903486,0.021728081
4.32,1.0371666,-2.060761575,0.021776252
4.33,1.057524601,-2.054403266,0.021824541
4.34,1.077817454,-2.047828769,0.021872942
4.35,1.098042997,-2.041038313,0.021921452
4.36,1.118199072,-2.03403215,0.021970064
4.37,1.13828352,-2.026810555,0.022018775
4.38,1.15829419,-2.019373824,0.02206758
4.39,1.178228929,-2.011722276,0.022116473
4.4,1.198085591,-2.003856252,0.022165449
4.41,1.217862031,-1.995776114,0.022214503
4.42,1.23755611,-1.987482248,0.02226363
4.43,1.257165692,-1.978975061,0.022312825
4.44,1.276688645,-1.970254981,0.022362082
4.45,1.296122842,-1.961322462,0.022411395
4.46,1.31546616,-1.952177976,0.022460759
4.47,1.334716481,-1.94282202,0.022510169
4.48,1.353871693,-1.933255111,0.022559618
4.49,1.372929689,-1.92347779,0.0226091
4.5,1.391888368,-1.913490619,0.02265861
4.51,1.410745632,-1.903294184,0.022708141
4.52,1.429499393,-1.892889089,0.022757688
4.53,1.448147567,-1.882275965,0.022807243
4.54,1.466688076,-1.871455462,0.022856802
4.55,1.485118851,-1.860428254,0.022906357
4.56,1.503437827,-1.849195034,0.022955902
4.57,1.521642949,-1.83775652,0.02300543
4.58,1.539732167,-1.826113451,0.023054934
4.59,1.55770344,-1.814266588,0.023104409
4.6,1.575554734,-1.802216713,0.023153847
4.61,1.593284024,-1.789964632,0.02320324
4.62,1.610889291,-1.77751117,0.023252583
4.63,1.628368527,-1.764857177,0.023301868
4.64,1.645719732,-1.752003522,0.023351088
4.65,1.662940914,-1.738951097,0.023400235
4.66,1.68003009,-1.725700816,0.023449303
4.67,1.696985288,-1.712253614,0.023498283
4.68,1.713804544,-1.698610447,0.023547168
4.69,1.730485904,-1.684772295,0.023595951
4.7,1.747027424,-1.670740155,0.023644625
4.71,1.763427171,-1.656515051,0.02369318
4.72,1.779683222,-1.642098023,0.02374161
4.73,1.795793664,-1.627490137,0.023789906
4.74,1.811756595,-1.612692476,0.023838061
4.75,1.827570124,-1.597706147,0.023886067
4.76,1.843232372,-1.582532277,0.023933914
4.77,1.85874147,-1.567172015,0.023981596
4.78,1.874095563,-1.551626529,0.024029104
4.79,1.889292806,-1.53589701,0.024076429
4.8,1.904331366,-1.519984668,0.024123564
4.81,1.919209423,-1.503890735,0.024170499
4.82,1.93392517,-1.487616463,0.024217226
4.83,1.948476812,-1.471163125,0.024263737
4.84,1.962862566,-1.454532014,0.024310023
4.85,1.977080664,-1.437724443,0.024356074
4.86,1.991129351,-1.420741746,0.024401883
4.87,2.005006883,-1.403585278,0.024447441
4.88,2.018711534,-1.386256411,0.024492738
4.89,2.032241588,-1.368756541,0.024537766
4.9,2.045595345,-1.35108708,0.024582515
4.91,2.058771119,-1.333249463,0.024626977
4.92,2.07176724,-1.315245143,0.024671143
4.93,2.08458205,-1.297075593,0.024715003
4.94,2.097213907,-1.278742305,0.024758548
4.95,2.109661185,-1.260246791,0.02480177
4.96,2.121922273,-1.241590582,0.024844658
4.97,2.133995574,-1.222775228,0.024887204
4.98,2.145879509,-1.203802298,0.024929398
4.99,2.157572513,-1.18467338,0.024971231
5,2.169073039,-1.16539008,0.025012693
5.01,2.180379553,-1.145954024,0.025053776
5.02,2.191490541,-1.126366856,0.02509447
5.03,2.202404504,-1.106630238,0.025134765
5.04,2.21311996,-1.08674585,0.025174652
5.05,2.223635443,-1.066715391,0.025214122
5.06,2.233949505,-1.046540578,0.025253165
5.07,2.244060717,-1.026223144,0.025291772
5.08,2.253967665,-1.005764843,0.025329933
5.09,2.263668953,-0.985167443,0.025367639
5.1,2.273163204,-0.964432732,0.025404881
5.11,2.28244906,-0.943562514,0.025441648
5.12,2.291525178,-0.922558611,0.025477933
5.13,2.300390236,-0.901422861,0.025513725
5.14,2.309042929,-0.880157119,0.025549015
5.15,2.317481972,-0.858763258,0.025583794
5.16,2.325706099,-0.837243165,0.025618053
5.17,2.333714062,-0.815598746,0.025651782
5.18,2.341504632,-0.793831922,0.025684972
5.19,2.349076601,-0.771944629,0.025717614
5.2,2.356428779,-0.749938822,0.025749699
5.21,2.363559997,-0.727816468,0.025781218
5.22,2.370469104,-0.705579552,0.025812162
5.23,2.377154971,-0.683230073,0.025842521
5.24,2.383616489,-0.660770047,0.025872288
5.25,2.389852567,-0.638201503,0.025901453
5.26,2.395862137,-0.615526486,0.025930008
5.27,2.40164415,-0.592747055,0.025957943
5.28,2.40719758,-0.569865285,0.025985251
5.29,2.412521419,-0.546883263,0.026011923
5.3,2.417614682,-0.523803092,0.02603795
5.31,2.422476404,-0.500626889,0.026063325
5.32,2.427105642,-0.477356784,0.026088038
5.33,2.431501475,-0.453994921,0.026112083
5.34,2.435663003,-0.430543456,0.02613545
5.35,2.439589346,-0.40700456,0.026158133
5.36,2.443279649,-0.383380417,0.026180123
5.37,2.446733078,-0.359673223,0.026201413
5.38,2.449948818,-0.335885187,0.026221995
5.39,2.452926082,-0.31201853,0.026241863
5.4,2.4556641,-0.288075486,0.026261008
5.41,2.458162127,-0.2640583,0.026279423
5.42,2.46041944,-0.239969231,0.026297102
5.43,2.46243534,-0.215810547,0.026314038
5.44,2.464209148,-0.191584528,0.026330225
5.45,2.465740211,-0.167293468,0.026345655
5.46,2.467027898,-0.142939667,0.026360323
5.47,2.468071599,-0.118525441,0.026374221
5.48,2.468870731,-0.094053114,0.026387346
5.49,2.469424731,-0.069525019,0.026399689
5.5,2.469733062,-0.044943502,0.026411247
5.51,2.469795209,-0.020310918,0.026422013
5.52,2.469610681,0.004370368,0.026431982
5.53,2.46917901,0.029097984,0.026441149
5.54,2.468499754,0.053869544,0.026449509
5.55,2.467572493,0.078682658,0.026457058
5.56,2.466396832,0.103534923,0.02646379
5.57,2.464972399,0.12842393,0.026469702
5.58,2.463298848,0.153347259,0.02647479
5.59,2.461375855,0.178302485,0.026479049
5.6,2.459203122,0.203287173,0.026482477
5.61,2.456780375,0.228298881,0.026485069
5.62,2.454107364,0.253335159,0.026486822
5.63,2.451183864,0.278393549,0.026487733
5.64,2.448009675,0.303471588,0.0264878
5.65,2.444584622,0.328566804,0.02648702
5.66,2.440908553,0.35367672,0.026485391
5.67,2.436981342,0.378798853,0.02648291
5.68,2.432802888,0.403930712,0.026479576
5.69,2.428373115,0.4290698,0.026475386
5.7,2.423691971,0.454213618,0.02647034
5.71,2.418759431,0.479359658,0.026464437
5.72,2.413575493,0.504505407,0.026457675
5.73,2.408140182,0.52964835,0.026450053
5.74,2.402453546,0.554785963,0.026441573
5.75,2.39651566,0.579915722,0.026432232
5.76,2.390326624,0.605035095,0.026422031
5.77,2.383886563,0.630141549,0.026410971
5.78,2.377195628,0.655232546,0.026399053
5.79,2.370253994,0.680305544,0.026386276
5.8,2.363061863,0.705357999,0.026372641
5.81,2.355619461,0.730387364,0.026358151
5.82,2.347927041,0.755391087,0.026342807
5.83,2.33998488,0.780366618,0.02632661
5.84,2.331793282,0.8053114,0.026309563
5.85,2.323352575,0.830222876,0.026291668
5.86,2.314663113,0.855098489,0.026272927
5.87,2.305725277,0.879935679,0.026253343
5.88,2.296539472,0.904731884,0.026232919
5.89,2.287106129,0.929484542,0.026211659
5.9,2.277425705,0.95419109,0.026189566
5.91,2.267498681,0.978848966,0.026166643
5.92,2.257325566,1.003455605,0.026142895
5.93,2.246906893,1.028008445,0.026118326
5.94,2.236243221,1.052504923,0.02609294
5.95,2.225335135,1.076942475,0.026066743
5.96,2.214183245,1.101318542,0.026039738
5.97,2.202788186,1.125630561,0.026011932
5.98,2.191150619,1.149875975,0.025983329
5.99,2.179271233,1.174052225,0.025953936
6,2.167150738,1.198156757,0.025923757
6.01,2.154789873,1.222187016,0.0258928
6.02,2.1421894,1.246140452,0.02586107
6.03,2.129350109,1.270014517,0.025828574
6.04,2.116272814,1.293806665,0.025795319
6.05,2.102958354,1.317514353,0.025761312
6.06,2.089407593,1.341135044,0.025726559
6.07,2.075621422,1.364666201,0.025691068
